name,platform,size_kb,lines,blocks,n_inputs,indicators,open_blocks,pending,close_blocks,raw_trade_calls,has_sl,has_tp,lot_escalation,flags,n_copies,path,concept
fxDreema_Lecture_BucketOfTrades,mq4,274,11194,10,1,,2,0,0,1,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\fxDreema_Lecture_BucketOfTrades.mq4,unclassified
G Scalping v4,mq4,302,11431,53,28,iATR;iSAR;iStochastic,2,0,1,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\G Scalping v4.mq4,session_time+scalping
Ghost Bot 01 G07 (1),mq5,465,15430,59,9,iEnvelopes,6,0,2,7,no,no,yes,NO_SL;LOT_ESCALATION;TIMELOCK,2,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ghost Bot 01 G07 (1).mq5,indicator_generic
GK Last Trade 1.2,mq4,337,13154,55,15,,2,0,1,1,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\GK Last Trade 1.2.mq4,unclassified
Glen HI LO TP Revenge Close All V1.01,mq4,304,11874,50,6,iCustom,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\Glen HI LO TP Revenge Close All V1.01.mq4,dashboard_tool
Gold Accumulative GRID Intelligence  VIIP9,mq4,378,14847,115,9,,2,0,5,1,no,no,no,NO_SL,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Gold Accumulative GRID Intelligence  VIIP9.mq4,grid_basket+dashboard_tool
Gold Line Semi Alert,mq5,248,9754,79,8,iAC;iMA;iMACD;iRSI,0,0,0,3,no,no,no,WEBREQUEST,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Gold Line Semi Alert.mq5,session_time+reversion
Gold Lot Rebate,mq5,355,13567,84,9,iRSI,12,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Gold Lot Rebate  .mq5,dashboard_tool
Gold Pickaxe I,mq4,269,10587,69,2,iATR;iRSI,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\Gold Pickaxe I.mq4,reversion
Gold Robot Scalping (1),mq5,256,9723,26,12,iVolumes,4,4,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Gold Robot Scalping (1).mq5,scalping
Gold_NS_Scalping_EA2,mq5,341,13343,71,14,,8,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Gold_NS_Scalping_EA2.mq5,session_time+scalping
GoldSniper FX v4.22,mq4,225,8517,27,15,iRSI;iSAR,4,0,0,1,yes,yes,no,,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\GoldSniper FX v4.22.mq4,session_time
Grid 10 Order Martingale (2),mq5,295,11433,51,14,iMA,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\Grid 10 Order Martingale (2).mq5,grid_basket
Grid 10 vy 1,mq5,294,11377,49,13,iMA,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\Grid 10 vy 1.mq5,grid_basket
grid collect with MCDXbyATR,mq4,314,12451,65,26,iATR;iMA;iSAR,4,0,4,1,no,yes,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\0. Not work\grid collect with MCDXbyATR.mq4,trend_follow+grid_basket
Grid Horizontal Line Trailing v.5_Reverse_R1,mq5,352,13433,92,9,,8,0,1,4,no,yes,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Grid Horizontal Line Trailing v.5_Reverse_R1.mq5,session_time+grid_basket
Grid Profit-2-way  RV1[LOCK]V3,mq5,315,12328,46,8,iMA,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;WEBREQUEST,4,D:\Forex\01_INBOX_NEW\2.3 wait for test\2025-08\Grid Profit-2-way  RV1[LOCK]V3.mq5,grid_basket
Grid Pun Lot Basic V.2,mq5,870,34592,394,48,iADX;iATR;iMA;iMACD;iMFI;iRSI;iSAR,8,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Grid Pun Lot Basic V.2.mq5,smc+harmonic_fib
Grid with Hedging 5,mq5,300,11778,79,8,iATR;iStochastic,6,0,3,4,no,no,no,NO_SL,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\Grid with Hedging 5.mq5,session_time+grid_basket
Grid197 MO ATR,mq5,346,13412,76,19,iATR;iRSI,6,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,1,D:\Forex\10_EA_PROJECTS\1. review EA\1. wait develop\Grid197 MO ATR.mq5,grid_basket
Grid197 ORG TAR CD,mq5,396,15325,109,18,iATR;iRSI,8,0,5,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,1,D:\Forex\10_EA_PROJECTS\1. review EA\1. wait develop\Grid197 ORG TAR CD.mq5,reversion
haging xau,mq5,195,7536,6,4,,2,1,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\haging xau.mq5,unclassified
Hedge Modify PIPS,mq5,298,11499,33,14,iADX;iMA,5,3,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Hedge Modify PIPS.mq5,grid_basket
HedgeAdx V1.0,mq4,289,10913,69,21,iADX,10,8,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\HedgeAdx\HedgeAdx V1.0.mq4,grid_basket
HedgeAdx V1.0,mq5,317,11995,69,21,iADX,10,8,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\HedgeAdx\HedgeAdx V1.0.mq5,grid_basket
HedgePulse V2,mq5,742,30450,292,24,iADX,14,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\HedgePulse V2.mq5,grid_basket
"Hedging Rebalance [XauM1 30,000-0.01]20250630",mq5,385,15034,109,17,iAO,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;TIMELOCK,4,"D:\Forex\20_Selected EA\Advisors\Hedging Rebalance [XauM1 30,000-0.01]20250630.mq5",session_time
HFX_Extra2,mq5,232,8932,26,9,,2,0,2,4,no,no,no,NO_SL;WEBREQUEST,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\HFX_Extra2.mq5,unclassified
HFX_News EA V9 on off on mobile XAU,mq5,520,19725,206,21,iATR,21,9,6,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\HFX_News EA V9 on off on mobile XAU.mq5,dashboard_tool
HFX_Timebomb,mq5,281,10974,38,10,,4,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\HFX_Timebomb.mq5,unclassified
HIGHJ_News EA V8 on limit(2),mq5,494,18789,183,20,iATR,18,6,5,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\HIGHJ_News EA V8 on limit(2).mq5,dashboard_tool
Infinix Currency  Ea,mq4,764,30976,589,59,iCCI;iSAR,4,0,1,1,no,no,no,NO_SL,3,D:\EA_LAB\_intake_drop\(Boss) Infinix\Infinix Currency  Ea.mq4,reversion
Infinix ea,mq4,376,14046,70,26,iATR,9,7,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\EA_LAB\_intake_drop\(Boss) Infinix\Infinix ea.mq4,indicator_generic
Infinix EA,mq4,376,14046,70,26,iATR,9,7,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\Infinix EA.mq4,indicator_generic
Infinix ea 2385782,mq4,377,14107,72,26,iATR,9,7,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,6,D:\EA_LAB\_intake_drop\(Boss) Infinix\Infinix ea 2385782.mq4,indicator_generic
Infinix 2313442,mq4,377,14107,72,26,iATR,9,7,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,6,D:\EA_LAB\_intake_drop\(Boss) Infinix\Infinix 2313442.mq4,indicator_generic
Jobot MA Opt,mq4,201,7326,14,1,iMA,2,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\10_EA_PROJECTS\0. Jobot\Course jobot\EA Q_A\Jobot MA Opt.mq4,trend_follow
JOMHOD 8.2.3,mq5,458,17466,127,23,iATR;iMA,9,5,1,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\JOMHOD 8.2.3.mq5,session_time+zone_sr
JT Super High profit Trend Following EA TF1M V.07296,mq4,329,13046,68,15,iMA,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\JT Super High profit Trend Following EA TF1M V.07296.mq4,trend_follow
K,mq4,168,6467,5,10,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\K.mq4,reversion
K-Nakayama52-5,mq5,409,15881,152,12,iADX;iRSI,4,0,5,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\K-Nakayama52-5.mq5,reversion
K-Nakayama522,mq5,356,13714,115,8,iRSI,2,0,1,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\K-Nakayama522.mq5,grid_basket
K. Numfon38close  Hedge (1),mq5,365,14272,79,12,iMA,6,0,3,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\K. Numfon38close  Hedge (1).mq5,grid_basket
KK,mq5,197,7566,5,13,iRSI,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\KK.mq5,reversion
KSHighBLow6,mq4,755,27633,468,34,iADX;iStochastic,86,0,26,1,no,no,no,NO_SL,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\KSHighBLow6.mq4,reversion
LAMBORGHINI  SCALPING  BUY-SELL EA  M30 UPDAT 14.11.67 OK (1),mq4,341,13365,81,12,,6,0,5,1,no,no,yes,NO_SL;LOT_ESCALATION;DLL_IMPORT,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\LAMBORGHINI  SCALPING  BUY-SELL EA  M30 UPDAT 14.11.67 OK (1).mq4,scalping+dashboard_tool
LB79 - Advance Trading Robot No.19 [Increase Trading Efficiency] .,mq4,354,13733,86,14,iMA,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\LB79 - Advance Trading Robot No.19 [Increase Trading Efficiency] ..mq4,session_time
LB79 - Advance Trading Robot No.19 [Increase Trading Efficiency] .,mq5,514,17339,86,14,iMA,6,0,2,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\LB79 - Advance Trading Robot No.19 [Increase Trading Efficiency] ..mq5,session_time
LB81 - Advance Trading Robot No.20 [RSI Divergence] .,mq5,396,15360,87,13,iMA;iRSI,6,0,1,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\LB81 - Advance Trading Robot No.20 [RSI Divergence] ..mq5,divergence
LBA1 - RSI OVB OVS,mq4,324,12458,79,11,iRSI,6,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\LBA1 - RSI OVB OVS.mq4,grid_basket+dashboard_tool
Local AI+Indicator,mq5,344,13336,59,8,iATR;iMA;iMACD;iRSI,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;WEBREQUEST,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Local AI+Indicator.mq5,reversion
Lot Rebate v2.0,mq5,367,14412,62,10,iAC,4,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\wait_Fxdreema MT5\Lot Rebate v2.0.mq5,indicator_generic
MA Swing Trade 4,mq4,250,9630,29,13,iMA,4,0,0,1,yes,yes,no,,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\MA Swing Trade 4.mq4,session_time
Martingale Basic,mq5,443,17507,167,16,iATR,14,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Martingale Basic.mq5,grid_basket
martingale unti,mq4,314,12603,80,16,iBands,4,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\martingale unti.mq4,grid_basket
MASter grid multi,mq5,274,10745,49,6,iATR,4,0,0,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\MASter grid multi.mq5,grid_basket
mastermind MT5,mq5,346,13607,126,27,iAC;iBands;iMA;iRSI;iStdDev,6,0,12,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\01_INBOX_NEW\2.1 review EA\2. More test and adapt\mastermind MT5.mq5,reversion
Melee com,mq4,268,10566,68,13,iMA;iRSI,2,0,4,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.2 EA test\June 24\New folder\Melee com.mq4,reversion
min CCI 2Currencies Strength Carry Trade Trailing,mq5,713,28978,484,73,iCCI,4,0,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.3 wait for test\EA fxdreema other id\min CCI 2Currencies Strength Carry Trade Trailing .mq5,correlation_pair+news
MN V1.0,mq4,448,18181,218,42,iBands,4,0,2,1,no,no,no,NO_SL,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\MN\MN V1.0.mq4,dashboard_tool
MN V1.0,mq5,476,19319,216,42,iBands,4,0,2,4,no,no,no,NO_SL,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\MN\MN V1.0.mq5,dashboard_tool
MT5 Multi Timeframe EMA STO V5,mq5,266,10689,70,6,iMA;iStochastic,2,0,0,4,unknown,no,no,SL_UNKNOWN,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\MT5 Multi Timeframe EMA STO V5.mq5,reversion
Multi Group Scalping  Modify  (1)99 (2) (1),mq4,377,14555,119,27,iMA,6,0,7,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\30_OPTIMIZATION\OLD_Report\00. Dpwnload\Multi Group Scalping  Modify  (1)99 (2) (1).mq4,scalping
NS_EA_V18_PIP_RSI,mq5,398,15229,99,23,iATR;iRSI;iSAR,12,0,4,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\NS_EA_V18_PIP_RSI.mq5,session_time+dashboard_tool
oh Martingale Keep Last Trade ADX v05A,mq5,470,18963,120,15,iADX;iATR;iMA;iSAR,4,0,4,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\oh Martingale Keep Last Trade ADX v05A.mq5,session_time+grid_basket
Oil  Correlation STO + RSI EA,mq5,231,8874,26,12,iRSI;iStochastic,4,0,4,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Oil  Correlation STO + RSI EA.mq5,correlation_pair
Passive Gold 15606423 (1),mq4,235,9079,29,5,iBands;iMA,4,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\Passive Gold 15606423 (1).mq4,reversion
Peera Double ENV  TF Check  PIP  8.601 Tri EA Big Lot,mq4,830,31976,468,73,iEnvelopes;iMA,60,0,14,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;DLL_IMPORT,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\Peera Double ENV  TF Check  PIP  8.601 Tri EA Big Lot.mq4,trend_follow
Peera Double ENV  TF Check  PIP  8.7 Tri EA Big Lot,mq5,831,32199,456,74,iADX;iEnvelopes;iMA,60,0,12,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;DLL_IMPORT,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Peera Double ENV  TF Check  PIP  8.7 Tri EA Big Lot.mq5,trend_follow
Peera MA Normal Grid EA 4.02 Limit Trade Multi Symbol,mq5,515,20322,263,21,iMA,20,0,15,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Peera MA Normal Grid EA 4.02 Limit Trade Multi Symbol.mq5,correlation_pair+grid_basket
Peera MA Normal Grid EA 5.0 Limit Trade Multi Symbol,mq5,556,22096,303,23,iMA,20,0,15,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Peera MA Normal Grid EA 5.0 Limit Trade Multi Symbol.mq5,correlation_pair+divergence
Peera MA Normal Grid EA 5.1 Limit Trade Multi Symbol,mq5,799,31906,549,28,iMA,40,0,21,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Peera MA Normal Grid EA 5.1 Limit Trade Multi Symbol.mq5,correlation_pair+divergence
Pending Martingale ABCD V.13,mq4,385,14754,115,11,,10,6,3,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\Pending Martingale ABCD V.13.mq4,grid_basket+dashboard_tool
PrinnBot Nonfarm EA (10.3),mq5,625,24328,293,32,iADX;iATR;iSAR,14,0,4,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\PrinnBot Nonfarm EA (10.3).mq5,news+session_time
Profit Driver,mq4,340,12647,119,0,iSAR,30,30,2,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\Profit Driver\Profit Driver.mq4,trend_follow
Profit Driver,mq5,361,13411,119,0,iSAR,30,30,2,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\Profit Driver\Profit Driver.mq5,trend_follow
Profit Trigger,mq4,404,15837,158,0,,4,0,4,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\Profit Trigger\Profit Trigger.mq4,unclassified
Profit Trigger,mq5,442,17171,158,36,,4,0,4,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,5,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\EA10\Profit Trigger\Profit Trigger.mq5,unclassified
PUM LOT Rebate,mq5,242,9249,24,6,iMA,8,0,0,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\PUM LOT Rebate.mq5,trend_follow
PumLot V.1.1 exp,mq4,261,10281,39,9,iMA,2,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.2 EA test\June 24\New folder\PumLot V.1.1 exp.mq4,trend_follow
PumLot V.1.1 exp mt5,mq5,289,11407,39,9,iMA,2,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.2 EA test\June 24\New folder\PumLot V.1.1 exp mt5.mq5,trend_follow
qqq - no name,mq4,264,10463,60,14,iATR;iMA;iStochastic,4,0,0,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\3. ready to use\qqq - no name.mq4,reversion
qqq - no name,mq5,423,14086,60,14,iATR;iMA;iStochastic,4,0,0,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\qqq - no name.mq5,reversion
QQQ TRAINNING ROBO V7F,mq4,269,10666,68,14,iATR;iBands;iMACD,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\QQQ TRAINNING ROBO V7F.mq4,reversion
QQQ TRAINNING ROBO V8D,mq4,262,10390,64,13,iATR;iBands;iMACD,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\QQQ TRAINNING ROBO V8D.mq4,reversion
QQQ TRAINNING ROBO V8D,mq5,422,14001,64,13,iATR;iBands;iMACD,4,0,1,7,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\QQQ TRAINNING ROBO V8D.mq5,reversion
QQQ TRAINNING ROBO V8E,mq4,266,10566,66,13,iATR;iBands;iMACD,4,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\2. More test and adapt\QQQ TRAINNING ROBO V8E.mq4,reversion
rai lenh hai ben,mq5,274,10556,33,10,,4,0,0,4,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\rai lenh hai ben.mq5,unclassified
Rebate888 V2,mq5,280,10719,41,6,iMA,6,0,2,4,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Rebate888 V2.mq5,grid_basket
Recovery Percent_DD Keep Last Trade V 3 OK,mq5,361,14296,64,9,,4,0,1,4,no,no,no,NO_SL,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\wait_Fxdreema MT5\Recovery Percent_DD Keep Last Trade V 3 OK.mq5,grid_basket
Ro ver.011The King Man Envelope  Follow Trend,mq4,366,14264,90,18,iEnvelopes,6,0,2,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,4,D:\Forex\01_INBOX_NEW\2.1 review EA\3. ready to use\Ro ver.011The King Man Envelope  Follow Trend.mq4,grid_basket
Ro ver.20 The King Man000,mq4,326,12763,51,18,,6,0,1,1,no,no,yes,NO_SL;LOT_ESCALATION;NO_CAP,2,D:\Forex\01_INBOX_NEW\2.1 review EA\1. wait develop\Ro ver.20 The King Man000.mq4,session_time+grid_basket
RSI basic,mq4,168,6449,5,9,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\RSI basic.mq4,reversion
RSI basic,mq5,195,7530,5,8,iRSI,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\RSI basic.mq5,reversion
RSI basic,mq4,168,6451,5,9,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\RSI basic.mq4,reversion
RSI Basic MT5,mq5,195,7506,5,1,iRSI,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+03\RSI Basic MT5.mq5,reversion
RSI basic.2,mq5,196,7538,5,9,iRSI,2,0,0,4,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\RSI basic.2.mq5,reversion
RSI basic.3,mq4,168,6449,5,9,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\RSI basic.3.mq4,reversion
RSI basic2,mq4,168,6451,5,9,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+02\RSI basic2.mq4,reversion
RSI Divergence Grid Martingale. V.91 Limit Trade TF,mq4,371,13849,95,26,iRSI,10,0,3,1,unknown,no,yes,SL_UNKNOWN;LOT_ESCALATION,3,D:\Forex\01_INBOX_NEW\2.4 Other EA\1. wait develop\RSI Divergence Grid Martingale. V.91 Limit Trade TF.mq4,divergence+grid_basket
RSI EA Basic 3,mq4,166,6409,5,1,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\RSI EA Basic 3.mq4,reversion
RSI EA Basic 3.2,mq4,166,6409,5,1,iRSI,2,0,0,1,unknown,no,no,SL_UNKNOWN,2,D:\Forex\10_EA_PROJECTS\0. Jobot\AI_GEN\back up\jobot.meeting01+01\RSI EA Basic 3.2.mq4,reversion
